question_id,question,opa,opb,opc,opd,ans
1301,"A 50-year-old lady presented with a 3-month history of pain in the lower third of the right thigh. There was no local swelling; tenderness was present on deep pressure. Plain X-rays showed an ill-defined intra medullary lesion with blotchy calcification at the lower end of the right femoral diaphysis, possibly enchondroma or chondrosarcoma. Sections showed a cailaginous tumor. Which of the following histological features (if seen) would be most helpful to differentiate the two tumours?",Focal necrosis and lobulation,Tumor permeation between bone trabecuae at periphery,Extensive myxoid change,High cellularity,1
1302,Best investigation for diagnosing amyloidosis-,Rectal biopsy,Colonoscopy,CT scan,Upper GI endoscopy,0
1303,Investigation of choice for audiometric evaluation of an infant is?,Pure Tone Audiometry,High frequency Audiometry,Tympanometry,BERA,3
1304,Lung abscess is common following ... pneumonia,Streptococcal,Staphyloccocal,Viral,Klebsiella,3
1305,Dystrophic calcification are calcifications seen in,Skin layers,Salivary glands,Normal tissues,Dead tissue,3
1306,A 35 year old female non-smoker has adeno-carcinoma of lung. Which one of the following immunohistochemical marker is used for detection of adenocarcinoma of lung?,Thyroid transcription factor,Alpha fetoprotein,Glial fibrillary acidic protein,Progesterone receptor,0
1307,Maximum endo-capillary proliferation is seen in :,Membranous glomerulonephritis,Mesangio-proliferative glomerulonephritis,Focal segmental glomerulonephritis,Post streptococcal GN,3
1308,Drug induced lupus antibodies are-,Anti-Rho,Ds-DNA,Anti-Sm,Anti-histone antibody,3
1309,G6PD help in maintaining the integrity of RBC by?,Controlling reduction stress on RBC,Controlling oxidative stress on RBC,Maintaining flexibility of cell membrane,Component of electron transport chain,1
1310,Which gene is most commonly mutated in autosomal dominant polycystic kidney disease (ADPKD)?,PKD1,PKD2,NHPS1,HEF,0
1311,Orbital metastasis is common in :,Melanoma,Neuroblastoma,Hypernephroma,Hepatoma,1
1312,"A 20-year-old male came to the clinic with fatigue and weakness. Following findings were noted, what will be the likely diagnosis?",Chronic myeloid leukemia,Acute lymphonlastic leukemia,Chronic lymphocytic leukemia,Acute myeloid leukemia,3
1313,Agent responsible for increasing factor VIII activity in haemophilia is,a)	Epsilon amino caproic acid,b)	Tranexamic acid,c)	Avitene,d)	Deamino D Arginine vasopressin,3
1314,Which of the following is not a C-C chemokine?,IL-18,MCP-1,Eotaxin,MIP-1a,0
1315,Sensory neuropathy is not a characteristic feature of -,Lead poisoning,Diabetes mellitus,Beriberi,Chronic alcoholism,0
1316,which is not a granulomatous diseae,Leprosy,TB,Sarcoidosis,Amebiasis,3
1317,"A 63-year-old woman discovers a lump in her right breast. Mammography confirms the presence of a suspicious ""lump,"" and a needle core biopsy is performed to determine whether the mass is malignant. The pathology repo confirms that the mass is indeed cancerous and that the tissue demonstrates amplification of the Her-2/neu oncogene. The gene product of Her-2/neu is what kind of protein?",GTPase,GTPase-activating protein,Nuclear transcription factor,Receptor tyrosine kinase,3
1318,Osteitis fibrosa cystica refers to:,Paget's disease.,Fibrous dysplasia.,Hyperparathyroidism.,Osteogenesis imperfecta.,2
1319,Most Common site for carcinoma stomch ?,Antrum,Fundus,Lesser curvature,Greater curvature,0
1320,"A 60-year-old man with a 20-year smoking history is brought to the physician by his daughter because of altered behavior over the past week. She says that her father’s personality has changed. He has had a productive cough over the past month, for which he is taking over-the-counter medications. He is not a drug addict, diabetetic or hypertensive. Physical examination shows multiple bruises on the skin and hyper-pigmented spots on the buccal mucosa and the back of his neck. His blood pressure is 160/90 mmHg, and pulse is 70/mm. Laboratory studies show random blood sugar of 224 mg/dL, serum sodium of 140 mEq/L, serum potassium of 2.0 mEq/L, and serum bicarbonate of 27 mEq/L. 
Which of the following tests is most likely to be abnormal in this patient?",CT chest,MRl brain,Plasma metanephrine Ievels,Renal Doppler,0
1321,Which of the following is not associated with actions of siuins?,Inhibit metabolic activity,Reduce apoptosis,Increased insulin sensitivity,Reduced by calorie restriction,3
1322,Amplification of N myc is associated with which tumour ?-,Neuroblastoma,Retinoblastoma,Osteosarcoma,Neuroma,0
1323,MC cause of atypical pneumonia?,Mycoplasma pneumoniae,Klebsiella pneumoniae,Hemophilus influenzae,Chylamydia,0
1324,Which of the following is the diagnostic characteristic of peripheral giant cell granuloma?,Mass of granulation tissue,Multinuclear giant cells,Keliod like enlargement,Epithelium is atrophic in some areas,1
1325,Centrosome duplication takes place in-,M phase,G0 phase,S phase,G2 phase,2
1326,Wermer syndrome is,MEN1,MEN IIA,MEN IIB,AIP,0
1327,Dohle bodies are?,Lysosomes,Endoplasmic reticulum,Mitochondria,Toxis neutrophilic granules,1
1328,Dermatomyositis associated with Anti-Mi2 antibodies shows strong association with,Heliotrope rash,Mechanic hands,Butterfly rash,Discoid rash,0
1329,Flexner-Wintersteiner rossette is seen in?,Hepatoblastoma,Nephroblastoma,Neuroblastoma,Retinoblastoma,3
1330,"A patient of more than 70 years, presented with generalized lymphadenopathy, WBC count was 20,000/mm3 and blood film showed >70% mature looking lymphocytes. Next investigation that should be done -",LN Biopsy,Peripheral Immunohistophenotyping,Bone marrow aspiration,Peripheral blood cytogenetics,1
1331,Type of nephropathy in DM-,Focal,Diffuse,Nodular,Crescent,2
1332,ABO antigens are not found in -,CSF,Plasma,Saliva,Semen,0
1333,Plasma cells are increased in-,Rheumatoid arthritis,Acute appendicitis,Bronchitis,Bristles of burnt skin,0
1334,"A 40-year-old man has had an increasing cough with hemoptysis for 2 weeks. He has never smoked and is in very good health. On physical examination, his temperature is 38.2deg C. A chest radiograph shows an area of consolidation in the right upper lobe. His condition improves with antibiotic therapy; however, the cough and hemoptysis persist for 2 more weeks. Chest CT scan now shows right upper lung atelectasis. Bronchoscopic examination shows a tan, circumscribed obstructive mass filling a right upper lobe bronchus. Which of the following neoplasms is most likely to produce these findings?",Adenocarcinoma,Carcinoid tumor,Hamartoma,Kaposi sarcoma,1
1335,Clear cell renal carinoma is due to ?,3p deletion,3q deletion,6p deletion,9p deletion,0
1336,DNA repair defect is associated,Xeroderma pigmentosum,Icthyosis,Angelman syndrome,DiGeorge's syndrome,0
1337,Which of the following does not secrete interleukin 1 alpha,Lymphocyte,Monocyte,Macrophage,Neutrophil,0
1338,"Tetrad of Urethritis, arthritis, conjunctivitis and oral ulcers seen in:",Reiter's syndrome.,Heerfordt syndrome.,Behcet syndrome.,Cowden syndrome.,0
1339,Centrilobular necrosis of liver may be seen with,Phosphorus,Arsenic,ccI4,Ethanol,2
1340,Defect leading to thalassemia lies in -,Haemoglobin,Osmotic fragility,RBC membrane,Platelets,0
1341,Iron absorption is decreased by A/E-,Calcium,Tetracycline,Phytate,Ascorbic acid,3
1342,Swift disease occurs due to:,Mercury.,Lead.,Bismuth.,Arsenic.,0
1343,Opsonin among the following?,C3a,C3b,C4a,C5a,1
1344,Type 2 lepra reaction is an example of which type of hypersensitivity reaction?,Type 1 hypersensitivity reaction,Type 2 hypersensitivity reaction,Type 3 hypersensitivity reaction,Type 4 hypersensitivity reaction,2
1345,Bone Marrow Showing Positive Staining With Periodic Acid Schiff .Likely Diagnosis is,AML-M2,AML-M3,AML-M6,ACUTE LYMPHOBLASTIC LEUKEMIA,2
1346,Characteristic of Barrett's esophagus is?,Increased risk of SCC,Columnar Metaplasia,Most commonly in middle one third of esophagus,Gastric metaplasia is most common,1
1347,Which of these types of asbestos is LEAST associated with mesothelioma -a)  Chrysoliteb)  Crocidolitec)  Amosited)  Tremolite,a,bc,ac,b,2
1348,Condition caused by deficiency of fibrillin 1 is?,Marfan syndrome,Ehler Danlos syndrome,Osteogenesis imperfecta,Angelman syndrome,0
1349,Nuclear and cytoplasmic changes in the apoptotic cells are due to,Oxygen free radicals,Caspases,Complement fixation,ATP ases,1
1350,ATRA is used in treatment of tumour which is associated with which of the following,PML RARA,BCR ABL,C myc,CEBPA,0
1351,Aschoff's nodules are seen in -,Subacute bacterial endocarditis.,Libman - Sacks endocarditis,Rheumatic carditis,Non - bacterial Thrombotic endocarditis,2
1352,"Approximate time, at the end of which, the quantity of ATP within ischemic cardiac myocytes is reduced to 10% of original is -",<2 minutes,10 minutes,20 minutes,40 minutes,3
1353,Preferred biomarker for acute myocardial disease?,Serum LDH,Cardiac Troponin I and II,CKMB,CKBB,1
1354,A 25 year old male is diagnosed to have osteosarcoma involving his right femur. Mutation of which of the following gene can be related to the development of osteosarcoma?,APC gene,Bcl 2 gene,RB gene,C myc gene,2
1355,In Downs syndrome there is?,Translocation,Mutations,Paternal nondisjunction,Maternal nondisjunction,3
1356,Which is most commonly mutated gene in Surfactant Dysfunction Disorders:,Surfactant protein B,Surfactant protein C,GM-CSF,ATP-binding cassette protein member 3 (ABCA3),3
1357,Most common site of osteogenic sarcoma is?,Wrist joint,Jaw bone,Knee joint,Shoulder joint,2
1358,33 years old alcoholic on ATT presents with increased serum iron increased transferrin saturation. Diagnosis`?,Iron deficiency anemia,Sideroblastic anemia,Megaloblastic anemia,Anemia of chronic disease,1
1359,Troponin-T is a marker of -,Renal diseases,Muscular dystrophy,Cirrhosis of liver,Myocardial infarction,3
1360,"To prevent excessive bleeding during surgery a patient
with hemophilia A may be given:",Whole blood,Fresh frozen plasma,Factor VIII concentrate,Factor IX concentrate,2
1361,A 27 year old female having a family history of autoimmune disease presents with the complaints of a skin rash and recurrent joint pains 3 months after delivering a baby. She is most likely to have which of the following disorders?,Megakaryocytic thrombocytopenia,Amegakaryocytic thrombocytopenia,Functional platelet defect,Acquired Factor VIII inhibitors,3
1362,A 40 year old female patient complains of breathlessness. Patient is pregnant (3rd trimester) and is on bed rest. This patient is under-,High risk for thrombosis,Low risk for thrombosis,Risk for primary thrombosis,No risk for thrombosis,0
1363,Vagina] adenosis is evident in women who had exposure to _____ in utero -,DES,Asbestos,Cadmium,Nickel,0
1364,Amyloidosis shown in Cardiac muscle is mainly due to …….. fibril,AL,AA,AANF,ATTR,3
1365,"Gguardian of the genome""?",p53,Mdm2,pl4,ATM,0
1366,"A 28 year old female patient presents with patches of burns and swelling of arm. Histopathological findings reveal swelling of endopasmic reticulum, blebs from cell membrane, loss of microvilli, presence of myeloid bodies and no changes in nucleus. Which type of injury is seen in this patient?",Irreversible cell injury,Autolysis,Pyroptosis,Reversible cell injury,3
1367,The gene responsible for folic acid transpo is situated on which chromosome ?,10,5,X,21,3
1368,Popcorn cells are seen in:,Hodgkin’s lymphoma,Non-Hodgkin's lymphoma,Burkitt’s lymphoma,Multiple myeloma,0
1369,"Most common feature of sarcoidosis on chest X-ray is: March 2011, March 2013",Pleural effusion,Cavitation,Bilateral hilar lymphadenopathy,Pneumothorax,2
1370,Diffuse epidermal hyperplasia is,Hyperkeratosis,Parakeratosis,Acanthosis,Erosion,2
1371,What is the actual intention of doing sentinel surveillance?,To know the total number of cases,For health planning,To know the natural history of the disease,To prevent the disease,0
1372,Following is an example of Type 4 hypersensitivity?,Glomerulonephrirtis,Serum sickness,Myasthenia gravis,Contact dermatitis,3
1373,Characteristic histopathology finding in Whipples disease is ?,PAS positive macrophages and rod shaped bacilli in lamina propria,Shoened thickened villi with increased crypt depth,Blunting and flattening of mucosal surface and absent villi,Mononuclear infiltration at base of crypts,0
1374,Following is the most important factor in the management of shock:,Blood pressure,Cardiac output,CVP to 8 cm of water,Deficiency of effective circulating blood volume,3
1375,Mode of inheritance of Leber hereditary optic neuropathy is?,Mitochondrial DNA damage disorder,Lipid storage disorder,Nucleotide Excision Repair disorder,Lysosomal storage disorder,0
1376,Not a chromosoal breakage syndrome,Fragile X syndrome,Bloom syndrome,Ataxia telangiectasia,Duchenne muscular dystrophy,3
1377,Toluidine blue staining is used for identification of?,Mast cell,Fibroblast,Melanocyte,Macrophages,0
1378,Barrett's esophagus shoes:,Intestinal dysplasia,Intestinal metaplasia,Squamous cell metaplasia,Columnar cell metaplasia,1
1379,Shelf life of platelets to blood bank is,5 days,7 days,10 days,21 days,0
1380,Potato nodes are a characteristic feature of ?,Sarcoidosis,Lymphoma,Carcinoid,Tuberculosis,0
1381,HIV infection causes -,Membranous glomerulonephritis,Fibrillary glomerulopathy,Collapsing glonerulonephritis,RPGN,2
1382,"Negri bodies are characteristic of: September 2008, March 2013",Tetanus,Rabies,Polio,AIDS,1
